frame,raw_pts,world_pts,voxel_count,tgt_pts_full,tgt_pts_cropped,t_transform_ms,t_get_vis_ms,t_local_crop_ms,t_register_fn_ms,t_evaluate_reg_ms,t_register_total_ms,t_gtsam_ms,t_octo_insert_ms,t_vox_track_ms,t_vis_ms,t_total_ms,reg_local_crop_ms,reg_src_downsample_ms,reg_tgt_downsample_ms,reg_src_normals_ms,reg_tgt_normals_ms,reg_pass0_ms,reg_pass1_ms,reg_pass2_ms,reg_total_ms,reg_src_pts,reg_tgt_pts
0,194117,194117,0,0,0,5.624041999908513,0.0,0.0,0.0,0.0,0.11465799980214797,0.20542100014608877,29.421881000189387,22.519862000081048,55.81369699984862,116.77238599986595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,192570,192570,28205,28205,28205,14.914297000132137,0.007423999932143488,0.004859000000578817,601.0497019999548,96.40424999997776,704.0722429999278,0.2600139998776285,46.11628799989376,28.8169119999111,5.518722000033449,804.2543980000119,,,,,,,,,,,
2,190727,190727,46914,46914,46914,7.474355999875115,0.002936000100817182,0.0014629999895987567,639.9663759998475,102.08118200011995,746.2058660000821,0.2226229998996132,38.43135300007816,28.84713000003103,5.753656999786472,829.859438000085,,,,,,,,,,,
3,175249,175249,66323,66323,66323,8.21527299990521,0.002835000032064272,0.0013129999842931284,1062.8158590000112,121.7726310001126,1188.5963529998662,0.2282739999373007,49.365408999847205,35.384646000011344,5.539400999850841,1290.1912410000023,,,,,,,,,,,
4,161148,161148,125262,125262,120000,5.3165570000146545,0.003917999947589124,3.7352340000325057,1664.0479279999454,126.78525100000115,1798.5046389999297,0.22594900019612396,55.861697000182176,33.879427000101714,5.609362999621226,1902.2641280000698,,,,,,,,,,,
5,143590,143590,163704,163704,120000,3.9256549998754053,0.002354999651288381,3.0480489999717975,1633.031058999677,164.4382049998967,1804.487934000008,0.23081799963620142,52.21594299973731,31.04915100038852,5.717959999856248,1900.260413000069,,,,,,,,,,,
6,119612,119612,223109,223109,120000,3.8193049999790674,0.0020739998944918625,5.2783350001845974,1631.8446169998424,136.99067300012757,1777.9154659997403,0.29046100007690256,47.25774500002444,28.795310000077734,5.747937000251113,1866.2626519999321,,,,,,,,,,,
7,114588,114588,259284,259284,120000,3.2914919997892866,0.0021850000848644413,5.426936999811005,1475.5129330001182,135.94360399974903,1620.8783020001647,0.2836190001289651,45.37961799996992,30.848268999761785,5.882843000108551,1708.9446529998895,,,,,,,,,,,
8,114987,114987,310084,310084,120000,3.656594999938534,0.003467000169621315,7.665990000077727,1531.3998899996477,139.25951100009115,1682.1119530000033,0.26962199990521185,58.16703399977996,31.47284499982561,5.950451999979123,1784.9204940002892,,,,,,,,,,,
9,115285,115285,342453,342453,120000,4.0917520000220975,0.0038670000321872067,7.241031999910774,1414.6752219999144,140.33578499993382,1565.9598910001478,0.3508159998091287,45.575439000003826,30.724785000074917,5.9669129996109405,1655.7396270000027,,,,,,,,,,,
10,113979,113979,371256,371256,120000,7.658475999960501,0.0027249998311162926,4.643077999844536,1189.2785599998206,138.6139030000777,1336.5814660000979,0.289358999907563,26.91669199975877,37.59514300008959,6.416665999950055,1418.4622780003338,,,,,,,,,,,
11,114955,114955,408107,408107,120000,3.865301000132604,0.0032160000955627766,6.842975999916234,1229.9510729999383,127.30192899971371,1368.155298000147,0.27141499958815984,39.287736999995104,34.68591799992282,6.140883000171016,1456.2830149998263,,,,,,,,,,,
12,114678,114678,454302,454302,120000,3.3465159999650496,0.0021140003809705377,6.16397700014204,1458.3223429999634,139.65779599993766,1608.1408750001174,0.27963200000158395,36.16615900000397,33.33816700023817,6.300987000031455,1690.5614120000791,,,,,,,,,,,
13,114586,114586,489329,489329,120000,3.662354999960371,0.0031859999580774456,6.861101000140479,1414.8822010001822,138.23443499995847,1563.6904089997188,0.28136199989603483,36.483203999978286,32.97581700007868,6.425228000352945,1646.56682299983,,,,,,,,,,,
14,114811,114811,512302,512302,120000,3.506205000121554,0.0021340001694625244,6.310146000032546,1233.51321500013,137.2468259996822,1381.0850720001326,0.2818220000335714,37.12871500010806,32.49745399989479,6.430629000078625,1463.8937770000666,,,,,,,,,,,
15,115008,115008,541682,541682,120000,3.6601510000764392,0.0031460003810934722,6.8438439998317335,1149.4407110003522,138.7652580001486,1299.0784520002308,0.2762320000329055,46.09707800000251,32.23572699971555,6.3304549998974835,1391.3157020001563,,,,,,,,,,,
16,114908,114908,570019,570019,120000,3.2554710001022613,0.0021549999473791104,6.343499000195152,1267.5844639998104,143.5145589998683,1421.5349559999595,0.2817630002027727,43.02909600028215,47.691097000097216,6.496433999927831,1525.2497310002582,,,,,,,,,,,
17,114629,114629,634013,634013,120000,3.4618489999047597,0.0024150003810063936,5.075867999948969,1320.659570999851,139.79732600000716,1469.4177869996565,0.29124100001354236,35.1639220002653,36.111928000082116,6.505741000182752,1553.8902880002752,,,,,,,,,,,
18,114638,114638,659257,659257,120000,3.3040540001820773,0.0019740000425372273,6.871045000025333,1364.8735800002214,144.4563529998959,1520.1114999999845,0.2843180000127177,37.05322799987698,34.98193799987348,6.546599000103015,1605.2207090001502,,,,,,,,,,,
19,114769,114769,687868,687868,120000,3.8499950001096295,0.0045079996198182926,7.9370070002369175,1629.5013410003776,142.01042900003813,1783.5560170001372,0.4205000000183645,35.235855999872,31.888068000171188,6.843120999747043,1864.887906000149,,,,,,,,,,,
20,114778,114778,713049,713049,120000,3.336545999900409,0.0018340001588512678,6.187618000240036,1682.502631999796,142.46045100026095,1835.3182680002647,0.2858610000657791,23.269074999916484,35.42918399989503,7.2826460000214865,1908.0926080000609,,,,,,,,,,,
21,115004,115004,747580,747580,120000,6.906732000061311,0.0027549999686016236,7.526174999838986,1777.567131000069,144.16497999991407,1933.2925260000593,0.27554000007512514,36.17643000006865,38.72135200026605,6.673352000234445,2025.953839000067,,,,,,,,,,,
22,115029,115029,795229,795229,120000,3.23974899993118,0.002053999651252525,6.736663000083354,1966.5703350001422,145.66626599980737,2122.9955919998247,0.2733460000854393,40.82983700027398,34.92977400037489,6.847436000043672,2212.071948000357,,,,,,,,,,,
23,115080,115080,827707,827707,120000,3.329230999952415,0.0021040000319771934,5.718602999877476,1984.9189249998744,149.16370199989615,2143.483240000023,0.2884759996959474,38.73481800019363,34.69727399988187,7.023373999800242,2230.508517999624,,,,,,,,,,,
24,114509,114509,863216,863216,120000,3.3818620004240074,0.002064000000245869,5.623939999622962,1678.1489539998802,143.24014300018462,1830.8193449997816,0.2873439998438698,43.86370100019121,33.71707399992374,6.9591200003742415,1921.9693979998738,,,,,,,,,,,
25,115123,115123,905669,905669,120000,6.528762000016286,0.0026650000108929817,6.890558000122837,1800.2573950002443,141.68294099999912,1952.8657730002124,0.27769500002250425,39.196079000248574,33.09352999986004,7.104258999788726,2042.0202049999716,,,,,,,,,,,
26,114624,114624,932775,932775,120000,3.380469999683555,0.0022639997041551396,6.519722999655642,1742.5707070001408,144.41914600001837,1897.4149850000686,0.29405600025711465,36.74396499991417,33.920278000096005,7.22691400005715,1981.9666270000198,,,,,,,,,,,
27,114989,114989,963410,963410,120000,3.244035000079748,0.002525000127207022,7.237013999656483,1546.7518820000805,138.15612100006547,1696.104830999957,0.2985149999403802,39.14299999996729,32.63268599994262,7.7202630000101635,1782.0991519997733,,,,,,,,,,,
28,118312,118312,986134,986134,120000,3.8220279998313345,0.0023239999791258015,7.355861999712943,1496.4915390000897,145.3910969999015,1653.3517759999086,0.2986750000673055,38.67120999984763,34.53519699996832,7.220210000014049,1740.886158000194,,,,,,,,,,,
29,126479,126479,1014610,1014610,120000,3.9434119998986716,0.0036669998735305853,10.00103400019725,1677.46360000001,145.9902069996133,1837.514356000156,0.5123269997966418,45.095854999999574,35.35993200011944,7.312455999908707,1932.9705509999258,,,,,,,,,,,
30,131293,131293,1046341,1046341,120000,3.75409700018281,0.002425000275252387,6.263047000174993,1657.861278999917,128.911607000191,1797.0647380002447,0.2501720000509522,23.495137999816507,42.86487500030489,7.572467000045435,1877.8972729996894,,,,,,,,,,,
32,139466,139466,1075518,1075518,120000,3.91512700025487,0.002344000222365139,5.990280999867537,1603.8235710002482,129.95123500013506,1743.7604970000393,0.2324669999325124,38.267839000127424,37.010268999893015,7.473215000118216,1833.5386969997671,,,,,,,,,,,
33,148698,148698,1095712,1095712,120000,6.60319000007803,0.002365000000281725,8.753919999890059,1460.7281369999328,134.62503499977174,1608.0726049999612,0.23057399994286243,46.8580120000297,39.3669229997613,7.728495000264957,1711.9984809996822,,,,,,,,,,,
34,154917,154917,1152690,1152690,120000,5.353203000140638,0.002705000042624306,7.911417000286747,1467.3849300002075,129.98379000009663,1609.0022420003152,0.22423200016419287,40.70171900002606,38.85426299984829,7.552647000011348,1704.7554789996866,,,,,,,,,,,
35,160228,160228,1179894,1179894,120000,4.501093000271794,0.0023840002540964633,7.983044999946287,1277.5347759998112,128.15980799996396,1417.8985720000128,0.23152600033427007,41.59513500007961,33.03041100025439,7.677496999804134,1507.9598859997532,,,,,,,,,,,
36,160460,160460,1189768,1189768,120000,5.889345000014146,0.004168000032223063,10.642913000083354,1290.693028000078,128.96481100005985,1434.4006030000855,0.2252829999633832,44.90843900020991,30.569192000257317,7.623942000009265,1528.212120000262,,,,,,,,,,,
38,156545,156545,1196741,1196741,120000,5.6364869997196365,0.0021549999473791104,6.232745000033901,1340.208031000202,130.52486600008706,1481.1094170004253,0.22425099996326026,44.83566300041275,34.531053000137035,7.701882000219484,1577.0185269998365,,,,,,,,,,,
39,159090,159090,1206961,1206961,120000,5.23897199991552,0.0033060000532714184,10.511578999739868,1535.2827749998141,132.33540900000662,1682.0689930000299,0.23750800028210506,50.15956399984134,33.33144099997298,7.86763099995369,1782.0743889997175,,,,,,,,,,,
40,175014,175014,1221618,1221618,120000,5.00699500025803,0.002184000095439842,6.795406999572151,1095.1291199999105,131.8474640002023,1237.559198999861,0.223188999825652,50.284452000141755,33.80004100017686,7.744022000224504,1337.7621399999953,,,,,,,,,,,
41,181226,181226,1240964,1240964,120000,7.560146999821882,0.002915999630204169,7.596487999762758,1111.5314239996223,126.14426800018919,1249.2492619999211,0.4346059999988938,44.872885000131646,33.91648200022246,7.81286400024328,1347.088437000366,,,,,,,,,,,
42,169102,169102,1249346,1249346,120000,5.23279899971385,0.0037969998629705515,9.628867999708746,902.0632890001252,121.18303599982028,1036.9949000000815,0.2476859999660519,29.183272999944165,28.045403999840346,8.196731999760232,1111.2386979998519,,,,,,,,,,,
43,154540,154540,1254222,1254222,120000,5.1735249999183,0.002275000042573083,9.169933999601199,906.9474610000725,119.01975799992215,1038.9240509998672,0.23504299997512135,32.306982000136486,67.30161699988457,7.893086999956722,1156.0720180000317,,,,,,,,,,,
44,150687,150687,1258888,1258888,120000,7.89586299970324,0.002804999894578941,9.767414000179997,1142.3234769999908,120.07177799978308,1276.2650810000196,0.23002299985819263,33.94038399983401,29.35288699973171,8.152756000072259,1359.6945670001332,,,,,,,,,,,
46,159424,159424,1265080,1265080,120000,4.589819999637257,0.002153999957954511,6.969810000100551,1320.1140380001561,132.77021999965655,1464.0325559998928,0.23492199989050278,40.41391299961106,39.7391050000806,8.056719999785855,1560.1160720002554,,,,,,,,,,,
47,160783,160783,1281985,1281985,120000,4.655816999729723,0.0021139999262231868,6.846541999948386,1357.5398029997814,129.93345399991085,1498.4443449998253,0.22943100020711427,41.858110000248416,37.541574999977456,7.887655000104132,1593.6547770002107,,,,,,,,,,,
48,162148,162148,1293440,1293440,120000,5.436930000087159,0.003756999831239227,10.677963000034651,1458.761369000058,132.5309889998607,1605.7843799999318,0.23615400004928233,43.283476999931736,37.81110999989323,7.883736000167119,1703.5450399998808,,,,,,,,,,,
49,163146,163146,1300324,1300324,120000,4.596853000293777,0.0024750002012297045,7.618275999902835,1486.0025729999506,133.48461299983683,1630.8859639998445,0.23414099996443838,48.58381099984399,37.48748500038346,7.849138999972638,1732.700544999716,,,,,,,,,,,
50,172030,172030,1310690,1310690,120000,5.156950000127836,0.0022939998416404705,7.808390999798576,1385.3592739997111,133.27808099984395,1530.493240999931,0.2355229999011499,43.77210200027548,36.43445699981385,7.908352999947965,1627.1494129996427,,,,,,,,,,,
51,168837,168837,1323570,1323570,120000,4.810303999875032,0.002485000095475698,6.71444599993265,1336.6353830001572,131.96813800004747,1479.336608000267,0.2521349997550715,48.36022400013462,32.87901499970758,8.191004999844154,1576.9410970001445,,,,,,,,,,,
52,164545,164545,1335941,1335941,120000,5.296067000017501,0.002795000000332948,11.884821000421653,1433.7659980001263,129.2066410001098,1578.908101000252,0.47675699988758424,40.90305599993371,37.43619800025044,8.035776000269834,1674.7295119998853,,,,,,,,,,,
53,153561,153561,1361803,1361803,120000,4.325951000282657,0.0024649998522363603,8.230530999753682,1598.5236199999235,129.95495000041046,1740.6644679999772,0.27211299993723514,30.562433999875793,41.77148500002659,8.144645999891509,1828.8347389998307,,,,,,,,,,,
54,145374,145374,1389906,1389906,120000,4.009681999832537,0.0022640001589024905,8.086053000170068,1814.9906150001698,133.7258510002357,1960.79418599993,0.2425770003355865,42.58050699991145,39.69892500026617,7.973576000040339,2058.251351000308,,,,,,,,,,,
