frame,raw_pts,world_pts,voxel_count,tgt_pts_full,tgt_pts_cropped,t_transform_ms,t_get_vis_ms,t_local_crop_ms,t_register_fn_ms,t_evaluate_reg_ms,t_register_total_ms,t_gtsam_ms,t_octo_insert_ms,t_vox_track_ms,t_vis_ms,t_total_ms,reg_local_crop_ms,reg_src_downsample_ms,reg_tgt_downsample_ms,reg_src_normals_ms,reg_tgt_normals_ms,reg_pass0_ms,reg_pass1_ms,reg_pass2_ms,reg_total_ms,reg_src_pts,reg_tgt_pts
0,192786,192786,0,0,0,5.898588000036398,0.0,0.0,0.0,0.0,0.11828700007754378,0.2142610001101275,30.108682999980374,29.03342000035991,51.0603060001813,119.40380500027459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,190948,190948,34989,0,0,12.928578000355628,0.0,0.0,0.0,0.0,0.15055799985930207,0.5603750000773289,69.04151499975342,28.0288910003037,5.387066999901435,120.21999599983246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,187120,187120,73436,0,0,5.574075999902561,0.0,0.0,0.0,0.0,0.1870290002443653,0.3513139999995474,46.46890399999393,39.30996700000833,5.437323000023753,100.52535600016199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3,177130,177130,124706,0,0,6.037585000285617,0.0,0.0,0.0,0.0,0.1139189998866641,0.31126700014283415,64.7130309998829,48.47219800012681,5.687913999736338,128.1329490002463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,139893,139893,191307,0,0,5.459406000227318,0.0,0.0,0.0,0.0,0.08542400018995977,0.3597299996727088,66.52018799968573,61.7199379998965,5.742959999679442,142.76084799985256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5,128673,128673,282920,0,0,4.026937000162434,0.0,0.0,0.0,0.0,0.0725090003470541,0.3064379998249933,67.67715899968607,46.14006299971152,7.9323700001623365,128.68504900006883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6,122413,122413,366366,0,0,4.328474999965692,0.0,0.0,0.0,0.0,0.11207499983356684,0.4408859999784909,50.20857999988948,46.5912390000085,6.134391000159667,110.56464100010999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7,113968,113968,463362,0,0,3.4716909999588097,0.0,0.0,0.0,0.0,0.08035400014705374,0.37867699984417413,47.07754199989722,38.58045699962531,6.6938140003003355,98.83731799982343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8,115096,115096,539733,0,0,4.010835999906703,0.0,0.0,0.0,0.0,0.09589399996912107,0.3832060001514037,58.63563899993096,39.33254100002159,8.592868000050657,113.47250000017084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9,115134,115134,624239,0,0,3.414110999983677,0.0,0.0,0.0,0.0,0.06725899993398343,0.36421899994820706,88.00587200039445,57.82767700020486,9.684643000127835,161.76730300003328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10,115075,115075,704314,0,0,3.249203999985184,0.0,0.0,0.0,0.0,0.06979399995543645,0.2632750001794193,27.53342000005432,52.12470500009658,7.114129999990837,92.83964599990213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11,116232,116232,780895,0,0,3.349937999701069,0.0,0.0,0.0,0.0,0.06852099977550097,0.27079899973614374,53.09620900015943,53.44363500034888,7.1992739999586775,119.78504699982295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12,116073,116073,860257,0,0,3.2974969999486348,0.0,0.0,0.0,0.0,0.07768900013616076,0.2924509999502334,49.21819699984553,61.73430199987706,7.4752530003934226,124.5030099998985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13,111877,111877,953059,0,0,3.3914870000444353,0.0,0.0,0.0,0.0,0.062260000049718656,0.2787749999697553,72.72913900033018,40.750589999788644,7.21389199998157,126.82145999997374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14,108518,108518,1026644,0,0,2.0261469999240944,0.0,0.0,0.0,0.0,0.061718000324617606,0.28754200002367725,56.07406199987963,45.64007199996922,7.481084000119154,113.89227100016797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
15,99163,99163,1095615,0,0,1.8544589997873118,0.0,0.0,0.0,0.0,0.05511600011232076,0.2660199997990276,53.85552600000665,46.64853700023741,7.58976299994174,112.51428700006727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
16,99075,99075,1168079,0,0,2.3544579998997506,0.0,0.0,0.0,0.0,0.05525599999600672,0.2735650000431633,46.59545499998785,52.91320799960886,7.650609999927838,112.1024959998067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17,99522,99522,1223504,0,0,1.8146819998037245,0.0,0.0,0.0,0.0,0.060646999827440595,0.26491800008443533,80.8167059999505,95.21297700030118,9.601733000181412,190.07066500034853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18,101255,101255,1276763,0,0,1.904373999877862,0.0,0.0,0.0,0.0,0.05994499997541425,0.2837639999597741,49.635084999863466,42.12095799994131,10.623163000218483,106.89506100015933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
19,103201,103201,1330185,0,0,2.2539649999089306,0.0,0.0,0.0,0.0,0.0668389998281782,0.4490520000217657,55.89034800004811,45.894307999788,9.302800000114075,116.19921300007263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,105220,105220,1389015,0,0,2.1601150001515634,0.0,0.0,0.0,0.0,0.10935899990727194,0.2940140002465341,25.28065600017726,57.87130899989279,7.996664000074816,96.16057499988528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,109726,109726,1455771,0,0,3.2251469997390814,0.0,0.0,0.0,0.0,0.06768899993403465,0.2797669999381469,50.29620400000567,56.16534499995396,9.071686000424961,121.47228100002394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,110914,110914,1515370,0,0,3.290254000148707,0.0,0.0,0.0,0.0,0.06439400021918118,0.29700000004595495,47.88726199967641,58.24307200009571,9.329410999725951,121.521636000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,111701,111701,1570272,0,0,3.4497990000090795,0.0,0.0,0.0,0.0,0.0652859998808708,0.29601799997180933,54.841645999658795,53.54226200006451,21.54598100014482,136.14643600021736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,115006,115006,1640977,0,0,3.4605000000738073,0.0,0.0,0.0,0.0,0.10832800035132095,0.2903869999499875,39.17225099985444,56.983995999871695,11.253693000071507,113.6800399999629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
