map,n_slam,n_gt,tau,rmse_s2g,rmse_g2s,rmse_sym,chamfer,hausdorff_s2g,hausdorff_g2s,hausdorff,accuracy,median_s2g,median_g2s,mean_s2g,mean_g2s,precision,recall,fscore,completeness
slam_map_1772933691,55964,117948,0.5,0.11269219528069505,0.7781963966120468,0.5560077169325783,0.2734681186356183,0.301423686953857,3.8083068431249067,3.8083068431249067,0.11156172255723383,0.1098806737558975,0.12913343888749895,0.11156172255723383,0.43537451471400285,1.0,0.7832773764709872,0.8784694818716897,0.7832773764709872
